block,street_name,average_floor_area_sqm,max_floor_area_sqm,min_floor_area_sqm
309,ANG MO KIO AVE 1,31.0,31.0,31.0
216,ANG MO KIO AVE 1,75.23,88.0,73.0
211,ANG MO KIO AVE 3,70.16,81.0,67.0
202,ANG MO KIO AVE 3,71.19,163.0,67.0
235,ANG MO KIO AVE 3,71.72,92.0,67.0
232,ANG MO KIO AVE 3,71.82,92.0,67.0
308,ANG MO KIO AVE 1,69.61,92.0,67.0
220,ANG MO KIO AVE 1,72.58,134.0,67.0
219,ANG MO KIO AVE 1,74.31,92.0,67.0
247,ANG MO KIO AVE 3,72.09,92.0,67.0
320,ANG MO KIO AVE 1,79.01,146.0,73.0
252,ANG MO KIO AVE 4,72.0,92.0,67.0
223,ANG MO KIO AVE 1,72.73,92.0,67.0
230,ANG MO KIO AVE 3,71.85,92.0,67.0
329,ANG MO KIO AVE 3,81.18,98.0,73.0
313,ANG MO KIO AVE 3,77.82,97.0,73.0
117,ANG MO KIO AVE 4,80.47,146.0,73.0
110,ANG MO KIO AVE 4,73.86,149.0,67.0
343,ANG MO KIO AVE 3,77.4,171.0,73.0
345,ANG MO KIO AVE 3,78.31,146.0,73.0
346,ANG MO KIO AVE 3,78.85,174.0,73.0
121,ANG MO KIO AVE 3,72.4,162.0,67.0
129,ANG MO KIO AVE 3,77.56,174.0,67.0
130,ANG MO KIO AVE 3,78.75,174.0,73.0
128,ANG MO KIO AVE 3,73.26,149.0,67.0
127,ANG MO KIO AVE 3,73.55,134.0,67.0
126,ANG MO KIO AVE 3,74.99,164.0,67.0
403,ANG MO KIO AVE 10,72.71,164.0,67.0
404,ANG MO KIO AVE 10,71.57,92.0,67.0
405,ANG MO KIO AVE 10,72.28,92.0,67.0
417,ANG MO KIO AVE 10,78.84,99.0,74.0
418,ANG MO KIO AVE 10,79.92,176.0,67.0
419,ANG MO KIO AVE 10,80.67,176.0,67.0
441,ANG MO KIO AVE 10,73.03,162.0,67.0
442,ANG MO KIO AVE 10,71.18,92.0,67.0
443,ANG MO KIO AVE 10,71.19,92.0,67.0
444,ANG MO KIO AVE 10,71.2,175.0,67.0
450,ANG MO KIO AVE 10,71.24,83.0,68.0
435,ANG MO KIO AVE 10,72.32,92.0,67.0
433,ANG MO KIO AVE 10,71.97,162.0,67.0
434,ANG MO KIO AVE 10,75.02,160.0,67.0
424,ANG MO KIO AVE 3,75.98,98.0,67.0
425,ANG MO KIO AVE 3,75.57,98.0,67.0
466,ANG MO KIO AVE 10,72.94,93.0,67.0
471,ANG MO KIO AVE 10,72.85,162.0,67.0
474,ANG MO KIO AVE 10,74.05,148.0,67.0
570,ANG MO KIO AVE 3,70.31,92.0,67.0
586,ANG MO KIO AVE 3,72.77,91.0,67.0
455,ANG MO KIO AVE 10,71.29,92.0,67.0
465,ANG MO KIO AVE 10,72.37,92.0,68.0
463,ANG MO KIO AVE 10,73.34,163.0,68.0
564,ANG MO KIO AVE 3,73.43,163.0,68.0
560,ANG MO KIO AVE 10,72.61,92.0,67.0
558,ANG MO KIO AVE 10,71.87,92.0,67.0
559,ANG MO KIO AVE 10,73.47,163.0,68.0
538,ANG MO KIO AVE 5,70.89,93.0,68.0
534,ANG MO KIO AVE 10,71.5,93.0,68.0
601,ANG MO KIO AVE 5,74.76,91.0,67.0
603,ANG MO KIO AVE 5,74.6,91.0,67.0
604,ANG MO KIO AVE 5,73.07,163.0,67.0
608,ANG MO KIO AVE 5,77.83,178.0,67.0
611,ANG MO KIO AVE 5,75.62,178.0,67.0
505,ANG MO KIO AVE 8,72.1,163.0,68.0
503,ANG MO KIO AVE 5,73.17,163.0,68.0
610,ANG MO KIO AVE 4,78.35,101.0,68.0
607,ANG MO KIO AVE 4,72.7,163.0,68.0
524,ANG MO KIO AVE 5,71.5,93.0,68.0
513,ANG MO KIO AVE 8,73.0,162.0,67.0
643,ANG MO KIO AVE 5,81.83,150.0,75.0
542,ANG MO KIO AVE 10,73.15,93.0,68.0
548,ANG MO KIO AVE 10,74.94,93.0,68.0
550,ANG MO KIO AVE 10,75.39,163.0,68.0
639,ANG MO KIO AVE 6,73.14,136.0,68.0
637,ANG MO KIO AVE 6,75.87,163.0,68.0
330,ANG MO KIO AVE 1,72.6,163.0,68.0
333,ANG MO KIO AVE 1,72.12,93.0,68.0
156,ANG MO KIO AVE 4,72.77,136.0,68.0
152,ANG MO KIO AVE 5,74.18,163.0,68.0
178,ANG MO KIO AVE 4,74.58,163.0,68.0
180,ANG MO KIO AVE 5,71.37,163.0,68.0
209,ANG MO KIO AVE 3,91.0,91.0,91.0
231,ANG MO KIO AVE 3,92.0,92.0,92.0
254,ANG MO KIO AVE 4,97.15,98.0,97.0
103,ANG MO KIO AVE 3,79.63,99.0,73.0
105,ANG MO KIO AVE 4,92.0,92.0,92.0
344,ANG MO KIO AVE 3,98.0,98.0,98.0
324,ANG MO KIO AVE 3,98.0,98.0,98.0
120,ANG MO KIO AVE 3,76.27,162.0,67.0
124,ANG MO KIO AVE 6,72.46,92.0,67.0
414,ANG MO KIO AVE 10,92.0,92.0,92.0
438,ANG MO KIO AVE 10,92.0,92.0,92.0
427,ANG MO KIO AVE 3,92.0,92.0,92.0
428,ANG MO KIO AVE 3,92.0,92.0,92.0
473,ANG MO KIO AVE 10,75.5,163.0,67.0
573,ANG MO KIO AVE 3,92.0,92.0,92.0
585,ANG MO KIO AVE 3,74.56,91.0,67.0
456,ANG MO KIO AVE 10,79.11,100.0,74.0
544,ANG MO KIO AVE 10,92.0,92.0,92.0
640,ANG MO KIO AVE 6,91.21,92.0,91.0
638,ANG MO KIO AVE 6,91.26,92.0,91.0
646,ANG MO KIO AVE 6,84.09,109.0,75.0
150,ANG MO KIO AVE 5,75.17,163.0,68.0
179,ANG MO KIO AVE 5,91.2,92.0,91.0
336,ANG MO KIO AVE 1,91.16,92.0,91.0
335,ANG MO KIO AVE 1,91.15,92.0,91.0
401,ANG MO KIO AVE 10,119.0,119.0,119.0
439,ANG MO KIO AVE 10,119.06,123.0,119.0
430,ANG MO KIO AVE 3,119.0,119.0,119.0
460,ANG MO KIO AVE 10,120.07,124.0,120.0
459,ANG MO KIO AVE 10,120.08,124.0,120.0
716,ANG MO KIO AVE 6,119.09,123.0,119.0
545,ANG MO KIO AVE 10,118.0,118.0,118.0
620,ANG MO KIO AVE 9,119.29,125.0,100.0
622,ANG MO KIO AVE 9,118.38,125.0,100.0
259,ANG MO KIO AVE 2,135.07,139.0,135.0
101,ANG MO KIO AVE 3,115.21,117.0,89.0
620,BEDOK RESERVOIR RD,55.21,106.0,45.0
534,BEDOK NTH ST 3,55.57,120.0,45.0
18,BEDOK STH RD,65.56,73.0,59.0
28,NEW UPP CHANGI RD,66.14,130.0,59.0
29,NEW UPP CHANGI RD,67.2,150.0,59.0
30,NEW UPP CHANGI RD,67.0,141.0,59.0
75,BEDOK NTH RD,61.52,138.0,59.0
76,BEDOK NTH RD,60.05,70.0,59.0
501,BEDOK NTH ST 3,60.21,70.0,59.0
502,BEDOK NTH ST 3,60.21,70.0,59.0
503,BEDOK NTH ST 3,59.97,70.0,59.0
504,BEDOK NTH ST 3,60.54,118.0,59.0
2,BEDOK STH AVE 1,66.17,73.0,65.0
20,CHAI CHEE RD,66.4,130.0,59.0
21,CHAI CHEE RD,66.92,130.0,59.0
59,CHAI CHEE RD,82.26,105.0,75.0
58,CHAI CHEE DR,85.15,105.0,75.0
55,CHAI CHEE DR,82.53,105.0,74.0
22,BEDOK STH AVE 1,78.2,98.0,73.0
105,BEDOK NTH AVE 4,75.7,91.0,67.0
104,BEDOK NTH AVE 4,75.34,91.0,67.0
107,BEDOK NTH RD,73.1,91.0,67.0
110,BEDOK NTH RD,73.81,134.0,67.0
69,BEDOK STH AVE 3,74.36,134.0,67.0
33,BEDOK STH AVE 2,79.98,176.0,73.0
46,BEDOK STH AVE 3,72.88,134.0,67.0
117,BEDOK NTH RD,79.77,176.0,67.0
116,BEDOK NTH RD,79.04,176.0,67.0
115,BEDOK NTH RD,80.26,176.0,73.0
125,BEDOK NTH RD,74.02,92.0,67.0
124,BEDOK NTH RD,73.0,92.0,67.0
128,BEDOK NTH ST 2,72.78,92.0,67.0
129,BEDOK NTH ST 2,74.21,134.0,67.0
138,BEDOK NTH ST 2,72.97,164.0,67.0
87,BEDOK NTH ST 4,71.55,89.0,67.0
100,BEDOK NTH AVE 4,72.46,162.0,67.0
412,BEDOK NTH AVE 2,71.39,92.0,67.0
402,BEDOK NTH AVE 3,72.67,92.0,67.0
401,BEDOK NTH AVE 3,71.51,92.0,67.0
425,BEDOK NTH RD,72.85,149.0,67.0
416,BEDOK NTH AVE 2,70.67,134.0,67.0
418,BEDOK NTH AVE 2,70.76,92.0,67.0
424,BEDOK NTH AVE 1,73.95,163.0,67.0
419,BEDOK NTH ST 1,71.55,92.0,68.0
136,BEDOK NTH AVE 3,71.78,92.0,67.0
529,BEDOK NTH ST 3,71.38,163.0,68.0
510,BEDOK NTH ST 3,71.52,163.0,67.0
525,BEDOK NTH ST 3,71.89,162.0,67.0
202,BEDOK NTH ST 1,70.71,162.0,67.0
218,BEDOK NTH ST 1,72.73,136.0,68.0
213,BEDOK NTH ST 1,70.95,83.0,68.0
532,BEDOK NTH ST 3,78.35,101.0,68.0
533,BEDOK NTH ST 3,71.28,163.0,68.0
536,BEDOK NTH ST 3,77.47,101.0,68.0
537,BEDOK NTH ST 3,69.73,83.0,68.0
44,CHAI CHEE ST,72.75,92.0,68.0
540,BEDOK NTH ST 3,72.68,150.0,68.0
702,BEDOK RESERVOIR RD,73.62,136.0,68.0
615,BEDOK RESERVOIR RD,73.09,93.0,68.0
712,BEDOK RESERVOIR RD,73.51,93.0,68.0
50,CHAI CHEE ST,74.32,101.0,68.0
54,CHAI CHEE ST,77.22,101.0,68.0
606,BEDOK RESERVOIR RD,74.5,161.0,67.0
616,BEDOK RESERVOIR RD,71.49,95.0,68.0
15,BEDOK STH RD,88.0,88.0,88.0
34,BEDOK STH AVE 2,90.0,90.0,90.0
36,BEDOK STH AVE 2,84.0,84.0,84.0
35,BEDOK STH AVE 2,90.0,90.0,90.0
41,BEDOK STH RD,84.0,84.0,84.0
42,BEDOK STH RD,84.0,84.0,84.0
53,NEW UPP CHANGI RD,84.0,84.0,84.0
51,NEW UPP CHANGI RD,84.0,84.0,84.0
8,BEDOK STH AVE 2,82.0,82.0,82.0
718,BEDOK RESERVOIR RD,109.9,146.0,104.0
724,BEDOK RESERVOIR RD,103.5,108.0,103.0
166,BEDOK STH AVE 3,89.7,105.0,83.0
71,BEDOK STH RD,74.81,92.0,67.0
82,BEDOK NTH RD,92.0,92.0,92.0
78,BEDOK NTH RD,91.14,92.0,91.0
79,BEDOK NTH RD,91.19,92.0,91.0
80,BEDOK NTH RD,91.2,92.0,91.0
134,BEDOK NTH ST 2,73.88,92.0,67.0
126,BEDOK NTH ST 2,74.32,92.0,67.0
130,BEDOK NTH ST 2,92.0,92.0,92.0
132,BEDOK NTH ST 2,92.0,92.0,92.0
131,BEDOK NTH AVE 3,92.0,92.0,92.0
133,BEDOK NTH AVE 3,92.0,92.0,92.0
121,BEDOK NTH RD,92.0,92.0,92.0
89,BEDOK NTH ST 4,72.74,89.0,67.0
62,NEW UPP CHANGI RD,92.0,92.0,92.0
422,BEDOK NTH RD,92.0,92.0,92.0
427,BEDOK NTH RD,92.0,92.0,92.0
507,BEDOK NTH AVE 3,92.0,92.0,92.0
508,BEDOK NTH AVE 3,92.0,92.0,92.0
517,BEDOK NTH AVE 2,92.0,92.0,92.0
95,BEDOK NTH AVE 4,92.0,92.0,92.0
93,BEDOK NTH AVE 4,92.0,92.0,92.0
43,CHAI CHEE ST,92.14,93.0,92.0
404,BEDOK NTH AVE 3,92.0,92.0,92.0
403,BEDOK NTH AVE 3,92.0,92.0,92.0
543,BEDOK NTH ST 3,92.62,95.0,92.0
547,BEDOK NTH ST 3,92.65,95.0,92.0
708,BEDOK NTH RD,91.14,92.0,91.0
707,BEDOK NTH RD,91.24,92.0,91.0
622,BEDOK RESERVOIR RD,91.2,92.0,91.0
713,BEDOK RESERVOIR RD,74.4,104.0,68.0
609,BEDOK RESERVOIR RD,72.97,97.0,67.0
61,CHAI CHEE RD,91.17,92.0,91.0
56,CHAI CHEE DR,91.14,92.0,91.0
165,BEDOK STH RD,87.95,105.0,83.0
505,BEDOK NTH AVE 3,119.16,123.0,119.0
417,BEDOK NTH AVE 2,119.34,125.0,119.0
710,BEDOK RESERVOIR RD,118.76,125.0,98.0
613,BEDOK RESERVOIR RD,117.12,128.0,98.0
602,BEDOK RESERVOIR RD,118.9,126.0,97.0
603,BEDOK RESERVOIR RD,118.27,124.0,98.0
605,BEDOK RESERVOIR RD,119.31,126.0,97.0
112,BEDOK RESERVOIR RD,119.74,125.0,99.0
1,CHAI CHEE RD,130.1,133.0,103.0
722,BEDOK RESERVOIR RD,126.16,139.0,103.0
54,NEW UPP CHANGI RD,118.17,120.0,115.0
72,BEDOK STH AVE 3,123.32,125.0,123.0
31,BEDOK STH AVE 2,118.0,120.0,115.0
111,BEDOK NTH RD,114.55,117.0,89.0
120,BEDOK NTH ST 2,113.22,117.0,89.0
118,BEDOK NTH ST 2,118.97,123.0,95.0
96,BEDOK NTH AVE 4,123.05,125.0,120.0
137,BEDOK NTH AVE 3,112.74,117.0,89.0
139,BEDOK NTH AVE 3,112.62,117.0,89.0
716,BEDOK RESERVOIR RD,146.72,154.0,143.0
725,BEDOK RESERVOIR RD,147.88,157.0,142.0
22,SIN MING RD,68.32,136.0,62.0
24,SIN MING RD,65.0,65.0,65.0
309,SHUNFU RD,72.98,99.0,67.0
304,SHUNFU RD,75.73,99.0,67.0
308,SHUNFU RD,72.52,134.0,67.0
310,SHUNFU RD,120.37,125.0,97.0
160,BT BATOK ST 11,81.14,105.0,73.0
161,BT BATOK ST 11,81.82,105.0,73.0
164,BT BATOK ST 11,83.21,108.0,73.0
177,BT BATOK WEST AVE 8,82.85,110.0,73.0
130,BT BATOK WEST AVE 6,85.59,107.0,73.0
127,BT BATOK WEST AVE 6,82.29,107.0,73.0
205,BT BATOK ST 21,80.47,104.0,73.0
248,BT BATOK EAST AVE 5,81.82,107.0,73.0
258,BT BATOK EAST AVE 4,84.32,107.0,73.0
4,HILLVIEW AVE,72.06,92.0,67.0
6,HILLVIEW AVE,70.82,92.0,67.0
2,HILLVIEW AVE,73.77,91.0,67.0
146,BT BATOK WEST AVE 6,73.48,163.0,68.0
138,BT BATOK WEST AVE 6,72.24,93.0,68.0
134,BT BATOK WEST AVE 6,74.18,136.0,68.0
143,BT BATOK ST 11,73.11,97.0,68.0
145,BT BATOK ST 11,73.29,97.0,68.0
182,BT BATOK WEST AVE 8,74.94,162.0,67.0
180,BT BATOK WEST AVE 8,71.52,93.0,67.0
228,BT BATOK CTRL,77.09,100.0,67.0
227,BT BATOK CTRL,75.46,96.0,67.0
219,BT BATOK ST 21,74.7,99.0,67.0
244,BT BATOK EAST AVE 5,78.15,99.0,67.0
116,BT BATOK WEST AVE 6,107.18,120.0,103.0
113,BT BATOK WEST AVE 6,104.55,111.0,104.0
163,BT BATOK ST 11,82.86,105.0,73.0
169,BT BATOK WEST AVE 8,82.24,110.0,73.0
165,BT BATOK WEST AVE 8,104.31,110.0,104.0
129,BT BATOK WEST AVE 6,86.85,107.0,73.0
204,BT BATOK ST 21,108.17,116.0,103.0
209,BT BATOK ST 21,107.01,116.0,103.0
135,BT BATOK WEST AVE 6,72.92,93.0,68.0
184,BT BATOK WEST AVE 8,74.16,98.0,67.0
225,BT BATOK CTRL,80.48,99.0,67.0
123,BT BATOK CTRL,93.05,98.0,91.0
307,BT BATOK ST 31,80.23,98.0,68.0
216,BT BATOK ST 21,118.41,123.0,98.0
115,BT BATOK WEST AVE 6,132.0,132.0,132.0
117,BT BATOK WEST AVE 6,132.0,132.0,132.0
111,BT BATOK WEST AVE 6,132.0,132.0,132.0
103,BT BATOK CTRL,120.7,150.0,77.0
223,BT BATOK EAST AVE 3,145.26,149.0,141.0
221,BT BATOK EAST AVE 3,145.57,149.0,141.0
214,BT BATOK ST 21,147.98,156.0,141.0
120,BT BATOK CTRL,149.23,155.0,142.0
121,BT BATOK CTRL,149.43,155.0,142.0
142,BT BATOK ST 11,149.64,155.0,142.0
140,BT BATOK ST 11,149.25,155.0,142.0
141,BT BATOK ST 11,149.49,156.0,142.0
33,TAMAN HO SWEE,29.35,62.0,28.0
7,TELOK BLANGAH CRES,31.0,31.0,31.0
40,BEO CRES,58.28,118.0,51.0
44,TELOK BLANGAH DR,67.68,130.0,59.0
46,TELOK BLANGAH DR,66.52,76.0,65.0
103,DEPOT RD,63.79,69.0,61.0
110,DEPOT RD,62.62,70.0,59.0
42,TELOK BLANGAH RISE,64.23,141.0,59.0
132,JLN BT MERAH,59.97,70.0,59.0
133,JLN BT MERAH,59.88,68.0,59.0
96,HENDERSON RD,59.92,118.0,59.0
77,INDUS RD,64.74,75.0,63.0
78,INDUS RD,69.11,76.0,65.0
128,BT MERAH VIEW,66.9,151.0,59.0
130,BT MERAH VIEW,67.69,151.0,59.0
119,BT MERAH VIEW,66.19,130.0,59.0
114,BT MERAH VIEW,60.96,70.0,59.0
5,TELOK BLANGAH CRES,69.28,141.0,66.0
105,HENDERSON CRES,66.49,130.0,59.0
12,TELOK BLANGAH CRES,64.24,135.0,59.0
8,TELOK BLANGAH CRES,63.39,72.0,59.0
18,TELOK BLANGAH CRES,69.32,130.0,65.0
16,TELOK BLANGAH CRES,68.83,153.0,59.0
13,TELOK BLANGAH CRES,69.11,141.0,59.0
2,JLN BT MERAH,64.57,126.0,63.0
1,JLN BT MERAH,64.6,75.0,64.0
108,JLN BT MERAH,88.77,148.0,74.0
102,BT PURMEI RD,83.05,112.0,73.0
106,BT PURMEI RD,90.99,108.0,73.0
62,TELOK BLANGAH HTS,80.57,146.0,67.0
63,TELOK BLANGAH HTS,78.64,98.0,67.0
60,TELOK BLANGAH HTS,71.13,134.0,67.0
55,TELOK BLANGAH DR,79.25,146.0,73.0
75,TELOK BLANGAH DR,74.24,164.0,67.0
141,JLN BT MERAH,71.93,162.0,67.0
7,EVERTON PK,84.23,86.0,77.0
3,EVERTON PK,96.16,138.0,72.0
146,JLN BT MERAH,76.01,102.0,67.0
18,KG BAHRU HILL,87.21,97.0,72.0
20,REDHILL CL,58.24,60.0,57.0
13,REDHILL CL,63.93,66.0,63.0
19,REDHILL CL,64.1,66.0,63.0
28,JLN BT MERAH,55.42,126.0,47.0
28,HOY FATT RD,55.99,112.0,47.0
29,HAVELOCK RD,53.86,66.0,53.0
18,TAMAN HO SWEE,53.17,66.0,43.0
30,JLN KLINIK,56.71,67.0,43.0
26,JLN KLINIK,60.0,60.0,60.0
28,JLN KLINIK,56.65,107.0,49.0
22,HAVELOCK RD,65.26,73.0,64.0
37,JLN RUMAH TINGGI,53.87,106.0,52.0
36,BEO CRES,57.06,59.0,51.0
6,JLN BT HO SWEE,55.84,56.0,55.0
41,KIM CHENG ST,84.36,88.0,75.0
47,MOH GUAN TER,65.56,77.0,44.0
34,TELOK BLANGAH WAY,82.0,82.0,82.0
129,KIM TIAN RD,88.0,88.0,88.0
120,BT MERAH VIEW,88.0,88.0,88.0
111,BT MERAH VIEW,84.0,84.0,84.0
109,JLN BT MERAH,104.22,105.0,104.0
104,BT PURMEI RD,82.1,108.0,73.0
110,BT PURMEI RD,91.82,150.0,74.0
114,BT PURMEI RD,111.64,157.0,103.0
113,BT PURMEI RD,103.88,110.0,103.0
57,TELOK BLANGAH HTS,91.11,92.0,91.0
54,TELOK BLANGAH DR,80.85,146.0,73.0
69,TELOK BLANGAH HTS,91.17,92.0,91.0
51,TELOK BLANGAH DR,92.0,92.0,92.0
101,HENDERSON CRES,74.0,74.0,74.0
103,HENDERSON CRES,74.0,74.0,74.0
140,JLN BT MERAH,119.0,119.0,119.0
4,EVERTON PK,92.55,144.0,66.0
7,KIM TIAN PL,131.0,131.0,131.0
115,BT PURMEI RD,114.9,157.0,103.0
48,TELOK BLANGAH DR,123.21,125.0,120.0
73,TELOK BLANGAH HTS,117.39,121.0,117.0
72,TELOK BLANGAH HTS,117.36,121.0,117.0
66,TELOK BLANGAH DR,118.22,120.0,115.0
8,EMPRESS RD,67.59,130.0,59.0
4,QUEEN'S RD,71.26,74.0,63.0
6,FARRER RD,88.45,91.0,76.0
8,JLN KUKOH,57.06,106.0,47.0
22,OUTRAM PK,44.69,70.0,43.0
12,SHORT ST,38.52,40.0,38.0
13,SHORT ST,39.06,40.0,38.0
8,SELEGIE RD,56.3,112.0,41.0
538,UPP CROSS ST,62.57,68.0,60.0
264,WATERLOO ST,63.09,120.0,60.0
271,QUEEN ST,63.72,139.0,60.0
664,BUFFALO RD,60.0,60.0,60.0
34,UPP CROSS ST,65.26,130.0,59.0
640,ROWELL RD,77.78,125.0,74.0
2,ROCHOR RD,73.08,163.0,67.0
9,SELEGIE RD,58.91,114.0,45.0
10,SELEGIE RD,56.44,58.0,56.0
232,BAIN ST,82.0,82.0,82.0
663,BUFFALO RD,84.76,91.0,82.0
662,BUFFALO RD,81.99,91.0,60.0
335B,SMITH ST,84.38,89.0,82.0
639,ROWELL RD,112.18,141.0,74.0
632,VEERASAMY RD,111.6,140.0,75.0
633,VEERASAMY RD,78.35,144.0,72.0
642,ROWELL RD,115.15,141.0,101.0
1,TECK WHYE AVE,84.41,148.0,74.0
4,TECK WHYE AVE,81.66,104.0,74.0
10,TECK WHYE AVE,71.64,162.0,67.0
16,TECK WHYE LANE,72.5,134.0,67.0
26,TECK WHYE LANE,79.21,99.0,74.0
13,TECK WHYE LANE,119.14,123.0,119.0
440,CLEMENTI AVE 3,60.5,69.0,59.0
509,WEST COAST DR,73.99,134.0,67.0
363,CLEMENTI AVE 2,76.6,163.0,67.0
365,CLEMENTI AVE 2,73.3,90.0,67.0
427,CLEMENTI AVE 3,74.81,91.0,67.0
334,CLEMENTI AVE 2,72.88,134.0,67.0
329,CLEMENTI AVE 2,72.05,139.0,67.0
323,CLEMENTI AVE 5,73.81,134.0,67.0
322,CLEMENTI AVE 5,73.98,92.0,67.0
326,CLEMENTI AVE 5,73.06,162.0,67.0
314,CLEMENTI AVE 4,74.3,91.0,67.0
313,CLEMENTI AVE 4,74.82,91.0,67.0
312,CLEMENTI AVE 4,75.26,91.0,67.0
354,CLEMENTI AVE 2,73.56,92.0,67.0
435,CLEMENTI AVE 3,74.8,91.0,67.0
433,CLEMENTI AVE 3,76.29,163.0,67.0
506,WEST COAST DR,74.34,155.0,67.0
508,WEST COAST DR,74.44,162.0,67.0
401,CLEMENTI AVE 1,71.58,165.0,67.0
320,CLEMENTI AVE 4,68.16,80.0,67.0
310,CLEMENTI AVE 4,71.96,92.0,67.0
309,CLEMENTI AVE 4,71.93,92.0,67.0
307,CLEMENTI AVE 4,72.65,162.0,67.0
305,CLEMENTI AVE 4,71.46,162.0,67.0
306,CLEMENTI AVE 4,72.63,149.0,67.0
303,CLEMENTI AVE 4,71.51,92.0,67.0
346,CLEMENTI AVE 5,71.34,92.0,67.0
431,CLEMENTI AVE 3,79.12,101.0,67.0
339,CLEMENTI AVE 5,71.84,92.0,67.0
515,WEST COAST RD,73.35,92.0,68.0
520,WEST COAST RD,72.81,92.0,67.0
602,CLEMENTI WEST ST 1,72.6,162.0,67.0
607,CLEMENTI WEST ST 1,72.0,92.0,67.0
608,CLEMENTI WEST ST 1,69.87,92.0,67.0
702,WEST COAST RD,72.35,93.0,67.0
703,WEST COAST RD,72.87,162.0,67.0
704,WEST COAST RD,71.21,162.0,67.0
711,CLEMENTI WEST ST 2,72.87,156.0,67.0
705,CLEMENTI WEST ST 2,73.77,134.0,67.0
713,CLEMENTI WEST ST 2,75.98,160.0,67.0
731,CLEMENTI WEST ST 2,75.72,150.0,68.0
728,CLEMENTI WEST ST 2,73.35,163.0,68.0
706,CLEMENTI WEST ST 2,71.81,136.0,68.0
710,CLEMENTI WEST ST 2,73.16,150.0,68.0
610,CLEMENTI WEST ST 1,84.07,105.0,74.0
113,CLEMENTI ST 13,104.32,107.0,104.0
412,C'WEALTH AVE WEST,97.14,98.0,97.0
411,C'WEALTH AVE WEST,97.19,98.0,97.0
315,CLEMENTI AVE 4,91.15,92.0,91.0
311,CLEMENTI AVE 4,72.59,91.0,67.0
301,CLEMENTI AVE 4,92.0,92.0,92.0
609,CLEMENTI WEST ST 1,92.0,92.0,92.0
729,CLEMENTI WEST ST 2,74.93,163.0,68.0
707,CLEMENTI WEST ST 2,91.14,92.0,91.0
371,CLEMENTI AVE 4,74.13,163.0,68.0
205,CLEMENTI AVE 6,92.01,96.0,91.0
414,C'WEALTH AVE WEST,125.0,125.0,125.0
415,C'WEALTH AVE WEST,137.0,137.0,137.0
413,C'WEALTH AVE WEST,125.0,125.0,125.0
336,CLEMENTI AVE 2,119.0,119.0,119.0
337,CLEMENTI AVE 2,119.03,123.0,119.0
717,CLEMENTI WEST ST 2,118.0,118.0,118.0
723,CLEMENTI WEST ST 2,118.0,118.0,118.0
724,CLEMENTI WEST ST 2,118.0,118.0,118.0
103,CLEMENTI ST 14,118.01,125.0,98.0
204,CLEMENTI AVE 6,119.98,127.0,98.0
201,CLEMENTI AVE 6,149.57,156.0,141.0
110,CLEMENTI ST 13,153.86,159.0,146.0
111,CLEMENTI ST 13,148.5,163.0,146.0
115,CLEMENTI ST 13,148.42,163.0,146.0
116,CLEMENTI ST 13,149.76,163.0,146.0
63,CIRCUIT RD,54.22,121.0,44.0
62,CIRCUIT RD,53.32,67.2,44.0
81,MACPHERSON LANE,50.68,64.0,44.0
40,CIRCUIT RD,53.58,66.0,44.0
1,JLN PASAR BARU,44.58,67.0,40.0
2,GEYLANG SERAI,42.96,82.0,40.0
16,EUNOS CRES,60.93,70.0,59.0
18,EUNOS CRES,61.27,138.0,59.0
19,EUNOS CRES,66.95,130.0,59.0
24,EUNOS CRES,60.4,118.0,59.0
20,EUNOS CRES,67.29,75.0,66.0
21,EUNOS CRES,67.4,75.0,66.0
59,SIMS DR,61.13,138.0,59.0
45,SIMS DR,66.44,76.0,65.0
87,CIRCUIT RD,60.0,60.0,60.0
85,CIRCUIT RD,60.0,60.0,60.0
98,ALJUNIED CRES,68.1,130.0,59.0
41,SIMS DR,67.7,142.0,66.0
128,GEYLANG EAST AVE 1,108.41,137.0,74.0
58,DAKOTA CRES,86.3,104.0,74.0
102,ALJUNIED CRES,71.74,134.0,67.0
99,ALJUNIED CRES,71.78,92.0,67.0
106,ALJUNIED CRES,72.27,134.0,67.0
112,ALJUNIED CRES,72.3,134.0,67.0
108,ALJUNIED CRES,73.71,136.0,68.0
12,PINE CL,79.72,102.0,68.0
22,HAIG RD,72.5,94.0,68.0
65,CIRCUIT RD,59.4,118.0,54.0
34,CIRCUIT RD,60.0,60.0,60.0
23,BALAM RD,60.27,60.3,60.0
21,BALAM RD,60.25,60.3,59.1
93,JLN DUA,64.15,124.0,56.0
61,CIRCUIT RD,61.47,122.0,56.0
67,CIRCUIT RD,62.12,122.0,56.0
57,CIRCUIT RD,56.58,112.0,55.0
58,CIRCUIT RD,55.86,56.0,55.0
47,CIRCUIT RD,56.2,112.0,55.0
48,CIRCUIT RD,60.72,120.0,59.0
49,CIRCUIT RD,57.02,112.0,55.0
39,CIRCUIT RD,54.96,104.0,44.0
44,CIRCUIT RD,49.44,113.0,40.0
46,CIRCUIT RD,49.44,61.0,40.0
38,CIRCUIT RD,59.81,60.0,58.0
36,CIRCUIT RD,68.42,83.1,63.1
127,GEYLANG EAST AVE 1,107.55,117.0,104.0
9,EUNOS CRES,91.16,92.0,91.0
35,CIRCUIT RD,68.56,83.1,63.1
6,HAIG RD,117.45,118.0,115.0
