block,street_name,average_floor_area_sqm,max_floor_area_sqm,min_floor_area_sqm
360A,ADMIRALTY DR,98.53,114.0,94.0
501A,WELLINGTON CIRCLE,103.79,111.0,90.0
204A,COMPASSVALE DR,97.08,110.0,90.0
193,RIVERVALE DR,100.14,111.0,90.0
297B,COMPASSVALE ST,105.8,134.0,92.0
298A,COMPASSVALE ST,111.87,134.0,93.0
257C,COMPASSVALE RD,103.02,110.0,90.0
258D,COMPASSVALE RD,110.0,110.0,110.0
262D,COMPASSVALE ST,110.0,110.0,110.0
194,RIVERVALE DR,97.34,111.0,90.0
670,WOODLANDS DR 71,130.4,131.0,130.0
596C,ANG MO KIO ST 52,97.74,111.0,90.0
111A,DEPOT RD,109.32,116.0,100.0
112B,DEPOT RD,106.89,116.0,90.0
456,CLEMENTI AVE 3,89.52,92.0,85.0
5,PINE CL,106.58,114.0,95.0
625,JURONG WEST ST 61,103.45,110.0,91.0
179,YUNG SHENG RD,103.11,116.0,95.0
183,YUNG SHENG RD,103.04,116.0,95.0
184,YUNG SHENG RD,101.79,116.0,95.0
662B,JURONG WEST ST 64,104.04,110.0,91.0
662D,JURONG WEST ST 64,108.64,110.0,91.0
682A,JURONG WEST CTRL 1,128.76,135.0,114.0
503C,CANBERRA LINK,103.72,110.0,90.0
469,ADMIRALTY DR,118.15,142.0,102.0
359A,ADMIRALTY DR,107.82,131.0,94.0
341B,SEMBAWANG CL,111.3,131.0,95.0
353B,ADMIRALTY DR,105.67,113.0,93.0
303A,ANCHORVALE LINK,101.11,110.0,90.0
201C,COMPASSVALE DR,97.94,110.0,90.0
258A,COMPASSVALE RD,109.36,110.0,92.0
259A,COMPASSVALE RD,104.33,110.0,90.0
200D,SENGKANG EAST RD,105.95,110.0,90.0
298B,COMPASSVALE ST,110.09,134.0,94.0
260C,SENGKANG EAST WAY,110.0,110.0,110.0
261D,SENGKANG EAST WAY,109.58,110.0,90.0
298D,COMPASSVALE ST,110.89,134.0,94.0
584,WOODLANDS DR 16,101.13,110.0,91.0
508,ANG MO KIO AVE 8,44.0,44.0,44.0
700C,ANG MO KIO AVE 6,103.95,111.0,85.0
353,ANG MO KIO ST 32,99.8,110.0,90.0
45,KIM CHENG ST,84.45,88.0,75.0
120,KIM TIAN PL,103.41,115.0,90.0
121,KIM TIAN PL,105.05,115.0,90.0
457,CHOA CHU KANG AVE 4,130.68,142.0,123.0
455,CLEMENTI AVE 3,89.17,91.0,86.0
460,CLEMENTI AVE 3,88.69,90.0,85.0
181,YUNG SHENG RD,102.67,116.0,90.0
608,JURONG WEST ST 65,112.6,133.0,95.0
666A,JURONG WEST ST 65,130.0,130.0,130.0
404,ADMIRALTY LINK,98.04,110.0,90.0
504B,MONTREAL DR,100.81,110.0,90.0
407,SEMBAWANG DR,100.35,110.0,90.0
467B,ADMIRALTY DR,114.99,142.0,102.0
359,ADMIRALTY DR,102.15,133.0,94.0
351C,CANBERRA RD,105.43,113.0,93.0
501B,WELLINGTON CIRCLE,104.51,111.0,90.0
468D,ADMIRALTY DR,133.25,142.0,118.0
468A,ADMIRALTY DR,133.03,142.0,118.0
203E,COMPASSVALE RD,99.14,110.0,90.0
262A,COMPASSVALE ST,105.65,110.0,90.0
297A,COMPASSVALE ST,107.83,134.0,93.0
298C,COMPASSVALE ST,110.88,134.0,94.0
197,RIVERVALE DR,103.64,111.0,90.0
115B,YISHUN RING RD,104.48,112.0,92.0
351,ANG MO KIO ST 32,101.51,110.0,95.0
352,ANG MO KIO ST 32,97.61,110.0,90.0
8B,BOON TIONG RD,102.99,115.0,90.0
8A,BOON TIONG RD,104.3,115.0,91.0
109A,DEPOT RD,104.85,116.0,90.0
659A,JURONG WEST ST 65,105.25,110.0,91.0
177,YUNG SHENG RD,103.0,116.0,95.0
273D,JURONG WEST AVE 3,86.66,88.0,85.0
606,JURONG WEST ST 65,115.61,133.0,95.0
682B,JURONG WEST CTRL 1,114.34,115.0,113.0
669C,JURONG WEST ST 64,130.0,130.0,130.0
680A,JURONG WEST CTRL 1,129.21,135.0,115.0
183,STIRLING RD,103.75,115.0,95.0
504D,MONTREAL DR,101.63,110.0,90.0
501C,WELLINGTON CIRCLE,100.63,110.0,90.0
467A,ADMIRALTY DR,113.48,142.0,102.0
469B,ADMIRALTY DR,117.14,142.0,102.0
359C,ADMIRALTY DR,110.29,131.0,94.0
341A,SEMBAWANG CL,108.26,131.0,94.0
350A,CANBERRA RD,104.5,113.0,93.0
359B,ADMIRALTY DR,107.58,131.0,92.0
122D,RIVERVALE DR,103.8,110.0,90.0
303C,ANCHORVALE LINK,85.5,88.0,84.0
258B,COMPASSVALE RD,109.23,110.0,92.0
203B,COMPASSVALE RD,103.91,110.0,90.0
291D,COMPASSVALE ST,100.29,113.0,90.0
200A,SENGKANG EAST RD,101.79,110.0,90.0
200B,SENGKANG EAST RD,106.86,110.0,90.0
260B,SENGKANG EAST WAY,109.13,110.0,90.0
311C,ANCHORVALE LANE,102.07,112.0,89.0
73A,REDHILL RD,111.64,115.0,100.0
111B,DEPOT RD,108.0,116.0,100.0
651,SENJA LINK,112.33,130.0,91.0
660A,JURONG WEST ST 64,101.91,110.0,91.0
661A,JURONG WEST ST 64,102.24,110.0,91.0
661B,JURONG WEST ST 64,100.13,110.0,90.0
661C,JURONG WEST ST 64,104.57,110.0,91.0
662A,JURONG WEST ST 64,105.72,110.0,91.0
632,JURONG WEST ST 65,102.22,110.0,91.0
633,JURONG WEST ST 65,102.07,110.0,91.0
659C,JURONG WEST ST 65,102.85,110.0,90.0
631,JURONG WEST ST 65,106.89,110.0,91.0
611,JURONG WEST ST 65,107.93,115.0,94.0
669B,JURONG WEST ST 64,130.0,130.0,130.0
17,JLN TENTERAM,87.07,106.0,75.0
176D,EDGEFIELD PLAINS,102.13,111.0,85.0
352A,CANBERRA RD,103.67,113.0,93.0
469A,ADMIRALTY DR,117.99,142.0,102.0
353C,ADMIRALTY DR,105.89,114.0,91.0
354B,ADMIRALTY DR,104.8,113.0,93.0
351B,CANBERRA RD,104.16,113.0,93.0
501D,WELLINGTON CIRCLE,130.05,131.0,130.0
301A,ANCHORVALE DR,106.18,111.0,90.0
201A,COMPASSVALE DR,98.42,110.0,90.0
201B,COMPASSVALE DR,99.25,110.0,90.0
291A,COMPASSVALE ST,106.35,113.0,90.0
299B,COMPASSVALE ST,112.54,134.0,94.0
160,LOR 1 TOA PAYOH,40.83,45.0,40.0
161,LOR 1 TOA PAYOH,40.34,41.0,40.0
613,BT PANJANG RING RD,99.98,112.0,90.0
467,SEGAR RD,106.72,132.0,90.0
653,SENJA LINK,119.82,130.0,110.0
367,CLEMENTI AVE 2,61.0,61.0,61.0
660B,JURONG WEST ST 64,102.78,110.0,91.0
661D,JURONG WEST ST 64,99.5,110.0,91.0
635,JURONG WEST ST 65,101.72,110.0,91.0
659D,JURONG WEST ST 65,100.93,110.0,90.0
273A,JURONG WEST AVE 3,106.06,111.0,90.0
679A,JURONG WEST CTRL 1,130.71,135.0,115.0
628,JURONG WEST ST 65,130.0,130.0,130.0
15,FARRER PK RD,66.39,76.0,62.0
196B,PUNGGOL FIELD,104.55,110.0,90.0
174A,EDGEDALE PLAINS,110.04,111.0,110.0
56,STRATHMORE AVE,98.47,111.0,85.0
350C,CANBERRA RD,105.27,113.0,93.0
351A,CANBERRA RD,104.12,113.0,93.0
354C,ADMIRALTY DR,104.65,113.0,93.0
307A,ANCHORVALE RD,102.77,110.0,90.0
291B,COMPASSVALE ST,106.23,110.0,90.0
122A,SENGKANG EAST WAY,107.63,110.0,90.0
585,WOODLANDS DR 16,116.06,131.0,111.0
316A,ANG MO KIO ST 31,100.66,110.0,90.0
9,CANTONMENT CL,85.21,110.0,60.0
118A,JLN MEMBINA,91.01,92.0,90.0
74A,REDHILL RD,111.0,115.0,100.0
609,BT PANJANG RING RD,100.32,112.0,90.0
620,BT PANJANG RING RD,99.98,111.0,90.0
621,SENJA RD,102.94,112.0,90.0
623,SENJA RD,102.12,112.0,90.0
686C,CHOA CHU KANG CRES,85.18,86.0,85.0
689A,CHOA CHU KANG DR,104.2,110.0,90.0
96,ALJUNIED CRES,45.84,55.0,45.0
39,TEBAN GDNS RD,67.0,67.0,67.0
657B,JURONG WEST ST 65,91.18,92.0,91.0
659B,JURONG WEST ST 65,104.13,110.0,91.0
182,YUNG SHENG RD,106.59,116.0,95.0
652C,JURONG WEST ST 61,110.22,111.0,110.0
665B,JURONG WEST ST 64,130.0,130.0,130.0
126A,EDGEDALE PLAINS,100.92,110.0,85.0
55,STRATHMORE AVE,98.53,110.0,85.0
307C,ANCHORVALE RD,102.57,110.0,90.0
311A,ANCHORVALE LANE,102.03,112.0,89.0
305D,ANCHORVALE LINK,102.0,110.0,90.0
260D,SENGKANG EAST WAY,103.73,110.0,90.0
115C,YISHUN RING RD,96.63,113.0,90.0
315A,ANG MO KIO ST 31,98.8,110.0,90.0
596D,ANG MO KIO ST 52,94.82,111.0,85.0
619,BT PANJANG RING RD,97.0,111.0,90.0
611,BT PANJANG RING RD,100.85,112.0,90.0
465,SEGAR RD,107.21,133.0,90.0
614,SENJA RD,105.58,112.0,90.0
622,SENJA RD,104.2,112.0,90.0
650,SENJA LINK,114.77,130.0,91.0
652,SENJA LINK,113.55,130.0,91.0
607,SENJA RD,130.09,132.0,129.0
651A,JURONG WEST ST 61,90.85,92.0,90.0
634,JURONG WEST ST 65,103.16,110.0,90.0
6,BEACH RD,50.0,70.0,42.0
126C,EDGEDALE PLAINS,99.02,110.0,85.0
468C,ADMIRALTY DR,131.59,142.0,118.0
305A,ANCHORVALE LINK,102.68,110.0,90.0
305C,ANCHORVALE LINK,104.62,110.0,90.0
306C,ANCHORVALE LINK,97.5,110.0,90.0
290C,COMPASSVALE CRES,104.59,110.0,90.0
296B,COMPASSVALE CRES,100.02,111.0,89.0
322A,ANCHORVALE DR,85.76,86.0,85.0
299A,COMPASSVALE ST,111.73,134.0,93.0
301B,ANCHORVALE DR,103.54,110.0,90.0
253,COMPASSVALE ST,115.87,116.0,115.0
299C,COMPASSVALE ST,125.92,136.0,114.0
122C,SENGKANG EAST WAY,130.36,131.0,129.0
143,LOR 2 TOA PAYOH,98.14,111.0,90.0
131B,KIM TIAN RD,103.22,110.0,90.0
131C,KIM TIAN RD,95.26,110.0,86.0
471,SEGAR RD,103.8,133.0,90.0
654,SENJA RD,110.52,130.0,91.0
608,SENJA RD,110.26,111.0,110.0
7,PINE CL,108.27,114.0,95.0
651B,JURONG WEST ST 61,90.83,92.0,90.0
662C,JURONG WEST ST 64,105.78,110.0,91.0
666B,JURONG WEST ST 65,130.0,130.0,130.0
416,CANBERRA RD,130.0,130.0,130.0
507D,WELLINGTON CIRCLE,130.07,131.0,130.0
305B,ANCHORVALE LINK,105.52,110.0,90.0
307D,ANCHORVALE RD,104.03,110.0,90.0
308A,ANCHORVALE RD,103.33,110.0,90.0
308B,ANCHORVALE RD,103.78,110.0,90.0
404B,FERNVALE LANE,105.43,114.0,92.0
321C,ANCHORVALE DR,105.59,110.0,90.0
308C,ANCHORVALE RD,101.84,110.0,90.0
183B,RIVERVALE CRES,101.38,110.0,90.0
583,WOODLANDS DR 16,131.0,131.0,131.0
309A,ANG MO KIO ST 31,99.87,110.0,90.0
17,CANTONMENT CL,100.43,110.0,90.0
119D,KIM TIAN RD,98.69,110.0,87.0
17,TELOK BLANGAH CRES,105.76,120.0,99.0
612,SENJA RD,102.5,112.0,90.0
618,SENJA RD,87.63,91.0,85.0
610,SENJA RD,110.26,111.0,110.0
624,SENJA RD,105.65,112.0,90.0
655,SENJA RD,113.88,130.0,91.0
684D,CHOA CHU KANG CRES,104.21,111.0,90.0
366,CLEMENTI AVE 2,61.0,61.0,61.0
268A,BOON LAY DR,103.43,111.0,90.0
274D,JURONG WEST AVE 3,103.08,111.0,90.0
657A,JURONG WEST ST 65,91.19,92.0,91.0
674A,JURONG WEST ST 65,105.26,111.0,91.0
196D,PUNGGOL FIELD,93.89,110.0,85.0
354A,ADMIRALTY DR,104.45,113.0,93.0
507C,WELLINGTON CIRCLE,103.08,110.0,90.0
468B,ADMIRALTY DR,130.7,142.0,118.0
304B,ANCHORVALE LINK,103.45,110.0,90.0
296A,COMPASSVALE CRES,97.92,110.0,90.0
183D,RIVERVALE CRES,85.0,85.0,85.0
301D,ANCHORVALE DR,107.09,111.0,90.0
319B,ANCHORVALE DR,102.56,110.0,90.0
322C,ANCHORVALE DR,102.4,110.0,91.0
189A,RIVERVALE DR,130.87,131.0,130.0
189B,RIVERVALE DR,130.96,131.0,130.0
700A,ANG MO KIO AVE 6,97.52,111.0,90.0
76,TELOK BLANGAH DR,44.0,44.0,44.0
119B,KIM TIAN RD,97.69,110.0,87.0
466,SEGAR RD,105.17,133.0,90.0
470,SEGAR RD,104.86,132.0,90.0
273B,JURONG WEST AVE 3,103.57,111.0,90.0
273C,JURONG WEST AVE 3,104.56,111.0,90.0
275B,JURONG WEST ST 25,102.14,111.0,90.0
636,JURONG WEST ST 65,102.36,110.0,91.0
276A,JURONG WEST ST 25,86.45,88.0,85.0
275D,JURONG WEST ST 25,103.55,111.0,90.0
109C,EDGEDALE PLAINS,103.66,111.0,90.0
507A,WELLINGTON CIRCLE,103.72,111.0,90.0
507B,WELLINGTON CIRCLE,103.03,111.0,90.0
352B,CANBERRA RD,104.0,113.0,93.0
351D,CANBERRA RD,126.02,131.0,125.0
301C,ANCHORVALE DR,103.0,111.0,90.0
290B,COMPASSVALE CRES,102.68,110.0,90.0
296C,COMPASSVALE CRES,100.42,111.0,89.0
292A,COMPASSVALE ST,105.17,110.0,90.0
258C,COMPASSVALE RD,110.0,110.0,110.0
323C,SENGKANG EAST WAY,105.56,110.0,90.0
5A,MARSILING DR,96.03,110.0,90.0
16,CANTONMENT CL,81.46,110.0,60.0
19,CANTONMENT CL,97.5,110.0,90.0
472,SEGAR RD,106.14,133.0,90.0
688A,CHOA CHU KANG DR,99.66,110.0,90.0
687D,CHOA CHU KANG DR,110.17,111.0,110.0
109,CLEMENTI ST 11,73.5,82.0,67.0
268B,BOON LAY DR,102.11,111.0,90.0
268C,BOON LAY DR,101.42,111.0,90.0
275A,JURONG WEST ST 25,106.03,111.0,90.0
609,JURONG WEST ST 65,119.35,133.0,95.0
174D,EDGEDALE PLAINS,104.92,110.0,90.0
128B,PUNGGOL FIELD WALK,110.0,110.0,110.0
354D,ADMIRALTY DR,125.71,127.0,125.0
322B,ANCHORVALE DR,102.59,110.0,91.0
304A,ANCHORVALE LINK,103.04,110.0,90.0
306A,ANCHORVALE LINK,103.12,110.0,90.0
295A,COMPASSVALE CRES,99.04,110.0,89.0
201D,COMPASSVALE DR,106.23,110.0,90.0
202C,SENGKANG EAST RD,101.25,110.0,90.0
320A,ANCHORVALE DR,86.11,88.0,85.0
325A,SENGKANG EAST WAY,103.64,115.0,90.0
317C,ANCHORVALE RD,105.58,110.0,92.0
589,WOODLANDS DR 16,118.66,131.0,111.0
700B,ANG MO KIO AVE 6,98.8,111.0,90.0
119C,KIM TIAN RD,99.44,110.0,87.0
656,SENJA RD,115.52,130.0,110.0
671B,KLANG LANE,81.42,105.0,75.0
672A,KLANG LANE,96.85,106.0,85.0
685B,CHOA CHU KANG CRES,104.21,111.0,90.0
688C,CHOA CHU KANG CRES,100.32,110.0,90.0
689B,CHOA CHU KANG DR,103.04,110.0,90.0
276C,JURONG WEST ST 25,102.53,111.0,90.0
670A,JURONG WEST ST 65,104.08,111.0,91.0
658D,JURONG WEST ST 65,110.9,112.0,110.0
629,JURONG WEST ST 65,130.0,130.0,130.0
105A,EDGEFIELD PLAINS,105.09,110.0,90.0
133,EDGEDALE PLAINS,104.55,112.0,91.0
648,PUNGGOL CTRL,107.33,110.0,91.0
321B,ANCHORVALE DR,100.29,110.0,90.0
295B,COMPASSVALE CRES,100.67,110.0,90.0
309A,ANCHORVALE RD,103.53,112.0,89.0
309C,ANCHORVALE RD,101.79,112.0,89.0
158A,RIVERVALE CRES,105.05,111.0,91.0
202B,SENGKANG EAST RD,130.0,130.0,130.0
587,WOODLANDS DR 16,116.52,131.0,111.0
11,CANTONMENT CL,84.87,110.0,60.0
86,TELOK BLANGAH HTS,101.46,114.0,90.0
469,SEGAR RD,106.34,130.0,90.0
684A,CHOA CHU KANG CRES,105.68,110.0,90.0
686A,CHOA CHU KANG CRES,106.03,111.0,90.0
688B,CHOA CHU KANG DR,101.05,110.0,90.0
457,CLEMENTI AVE 3,89.38,91.0,86.0
60,TEBAN GDNS RD,105.39,116.0,88.0
64,TEBAN GDNS RD,92.29,110.0,85.0
672A,JURONG WEST ST 65,104.58,111.0,91.0
176B,EDGEFIELD PLAINS,104.88,111.0,90.0
102C,PUNGGOL FIELD,109.93,112.0,109.0
111,EDGEFIELD PLAINS,117.42,130.0,94.0
162B,PUNGGOL CTRL,107.0,114.0,93.0
589C,MONTREAL DR,96.62,110.0,90.0
588A,MONTREAL DR,110.0,110.0,110.0
320B,ANCHORVALE DR,102.73,110.0,90.0
122B,SENGKANG EAST WAY,130.36,131.0,129.0
144,LOR 2 TOA PAYOH,98.36,111.0,90.0
586,WOODLANDS DR 16,118.42,131.0,111.0
581,WOODLANDS DR 16,131.0,131.0,131.0
18,CANTONMENT CL,77.33,110.0,60.0
468,SEGAR RD,109.22,130.0,90.0
475,SEGAR RD,98.43,125.0,91.0
482,SEGAR RD,97.76,125.0,91.0
478,SEGAR RD,113.2,128.0,92.0
672B,KLANG LANE,94.82,105.0,85.0
683B,CHOA CHU KANG CRES,105.29,111.0,90.0
685A,CHOA CHU KANG CRES,105.34,111.0,90.0
687B,CHOA CHU KANG DR,98.62,110.0,90.0
692B,CHOA CHU KANG CRES,99.17,110.0,90.0
459,CLEMENTI AVE 3,110.0,110.0,110.0
62,TEBAN GDNS RD,93.94,110.0,90.0
658B,JURONG WEST ST 65,111.04,112.0,110.0
656A,JURONG WEST ST 61,124.68,133.0,111.0
106D,PUNGGOL FIELD,110.17,111.0,110.0
589D,MONTREAL DR,96.91,110.0,90.0
415,SEMBAWANG DR,130.0,130.0,130.0
309B,ANCHORVALE RD,102.71,112.0,90.0
312B,ANCHORVALE LANE,121.7,130.0,111.0
596B,ANG MO KIO ST 52,97.45,111.0,90.0
8,CANTONMENT CL,89.1,110.0,60.0
13,CANTONMENT CL,80.12,110.0,60.0
184,JELEBU RD,109.76,126.0,91.0
484,SEGAR RD,110.94,128.0,91.0
684B,CHOA CHU KANG CRES,99.85,111.0,90.0
979B,BUANGKOK CRES,101.52,110.0,90.0
980B,BUANGKOK CRES,98.51,110.0,90.0
673C,JURONG WEST ST 65,101.25,111.0,91.0
915,JURONG WEST ST 91,80.59,103.0,73.0
652B,JURONG WEST ST 61,110.15,111.0,110.0
126D,EDGEDALE PLAINS,110.0,110.0,110.0
172B,EDGEDALE PLAINS,110.07,111.0,110.0
290A,COMPASSVALE CRES,99.69,110.0,90.0
323A,SENGKANG EAST WAY,102.5,110.0,90.0
324A,SENGKANG EAST WAY,85.83,88.0,85.0
311D,ANCHORVALE LANE,102.04,112.0,89.0
309D,ANCHORVALE RD,103.94,112.0,90.0
319C,ANCHORVALE DR,106.85,110.0,90.0
320D,ANCHORVALE DR,103.71,110.0,90.0
321A,ANCHORVALE DR,104.25,115.0,89.0
183A,RIVERVALE CRES,110.0,110.0,110.0
323B,SENGKANG EAST WAY,102.44,110.0,90.0
315C,ANCHORVALE RD,115.54,125.0,110.0
116,ANG MO KIO AVE 4,44.0,44.0,44.0
87,TELOK BLANGAH HTS,102.42,114.0,90.0
88,TELOK BLANGAH HTS,97.28,113.0,85.0
183,JELEBU RD,111.47,126.0,91.0
474,SEGAR RD,110.75,128.0,91.0
683C,CHOA CHU KANG CRES,99.87,111.0,90.0
687C,CHOA CHU KANG DR,103.09,110.0,90.0
690C,CHOA CHU KANG CRES,110.17,111.0,110.0
458,CLEMENTI AVE 3,110.0,110.0,110.0
276B,JURONG WEST AVE 3,101.57,111.0,90.0
674B,JURONG WEST ST 65,99.05,111.0,91.0
652A,JURONG WEST ST 61,110.33,111.0,110.0
653C,JURONG WEST ST 61,110.26,111.0,110.0
658C,JURONG WEST ST 65,111.0,112.0,110.0
671A,JURONG WEST ST 65,125.46,127.0,125.0
126B,EDGEDALE PLAINS,110.0,110.0,110.0
103B,EDGEFIELD PLAINS,110.0,110.0,110.0
199C,PUNGGOL FIELD,110.33,112.0,110.0
175A,PUNGGOL FIELD,104.81,110.0,90.0
311B,ANCHORVALE LANE,103.99,112.0,90.0
314C,ANCHORVALE LINK,104.86,110.0,92.0
314B,ANCHORVALE LINK,104.98,110.0,92.0
689F,WOODLANDS DR 75,104.8,111.0,90.0
182,JELEBU RD,100.61,113.0,90.0
185,JELEBU RD,101.54,113.0,91.0
181,JELEBU RD,110.05,127.0,93.0
481,SEGAR RD,100.74,111.0,91.0
685C,CHOA CHU KANG CRES,85.2,86.0,85.0
683A,CHOA CHU KANG CRES,104.77,111.0,90.0
673B,JURONG WEST ST 65,105.66,111.0,91.0
658A,JURONG WEST ST 65,111.12,112.0,110.0
12,FARRER PK RD,77.38,90.0,62.0
175C,PUNGGOL FIELD,104.34,111.0,90.0
109A,EDGEDALE PLAINS,110.09,111.0,110.0
128A,PUNGGOL FIELD WALK,103.06,110.0,85.0
128C,PUNGGOL FIELD WALK,100.2,110.0,85.0
423,CANBERRA RD,130.0,130.0,130.0
324B,SENGKANG EAST WAY,101.35,110.0,90.0
325C,SENGKANG EAST WAY,104.48,110.0,90.0
313B,ANCHORVALE RD,105.24,110.0,92.0
318A,ANCHORVALE LINK,106.14,111.0,92.0
318C,ANCHORVALE LINK,105.18,110.0,92.0
157A,RIVERVALE CRES,105.59,112.0,90.0
157D,RIVERVALE CRES,107.22,112.0,91.0
766,WOODLANDS CIRCLE,101.17,111.0,90.0
685C,WOODLANDS DR 73,114.23,116.0,113.0
687C,WOODLANDS DR 75,114.07,115.0,113.0
689E,WOODLANDS DR 75,100.26,110.0,90.0
510,ANG MO KIO AVE 8,44.0,44.0,44.0
393,BT BATOK WEST AVE 5,101.34,118.0,92.0
23,JLN MEMBINA,100.77,110.0,90.0
477,SEGAR RD,102.7,111.0,90.0
686B,CHOA CHU KANG CRES,105.25,111.0,90.0
686D,CHOA CHU KANG CRES,105.55,111.0,90.0
687A,CHOA CHU KANG DR,101.13,110.0,90.0
980C,BUANGKOK CRES,85.0,85.0,85.0
276D,JURONG WEST ST 25,103.39,111.0,90.0
275C,JURONG WEST ST 25,101.04,111.0,90.0
656C,JURONG WEST ST 61,122.53,132.0,112.0
101A,PUNGGOL FIELD,104.8,110.0,90.0
102B,PUNGGOL FIELD,110.0,112.0,109.0
196C,PUNGGOL FIELD,110.22,114.0,110.0
589A,MONTREAL DR,90.53,110.0,85.0
589B,MONTREAL DR,90.8,110.0,85.0
184C,RIVERVALE CRES,85.16,86.0,85.0
317A,ANCHORVALE RD,103.85,111.0,92.0
317B,ANCHORVALE RD,104.41,111.0,92.0
686A,WOODLANDS DR 73,110.5,115.0,93.0
383,BT BATOK WEST AVE 5,95.12,115.0,86.0
85,TELOK BLANGAH HTS,103.9,113.0,90.0
476,SEGAR RD,101.0,111.0,91.0
479,SEGAR RD,116.16,128.0,92.0
690A,CHOA CHU KANG CRES,102.73,110.0,90.0
655A,JURONG WEST ST 61,86.41,87.0,86.0
815,JELLICOE RD,97.08,110.0,90.0
816,JELLICOE RD,102.62,110.0,85.0
171C,EDGEDALE PLAINS,102.9,110.0,85.0
196A,PUNGGOL FIELD,102.77,110.0,90.0
199D,PUNGGOL FIELD,101.05,110.0,85.0
106B,PUNGGOL FIELD,94.16,110.0,90.0
173C,PUNGGOL FIELD,103.27,112.0,90.0
178,EDGEFIELD PLAINS,104.76,112.0,90.0
112,EDGEFIELD PLAINS,116.16,130.0,94.0
166A,PUNGGOL CTRL,106.97,114.0,94.0
171B,EDGEDALE PLAINS,110.08,111.0,110.0
105D,EDGEFIELD PLAINS,103.21,110.0,90.0
101C,PUNGGOL FIELD,109.76,112.0,109.0
197A,PUNGGOL FIELD,110.1,112.0,110.0
199A,PUNGGOL FIELD,101.52,110.0,90.0
199B,PUNGGOL FIELD,105.08,110.0,90.0
106A,PUNGGOL FIELD,102.9,111.0,85.0
110D,PUNGGOL FIELD,110.07,111.0,110.0
173D,PUNGGOL FIELD,110.0,110.0,110.0
128D,PUNGGOL FIELD WALK,110.0,110.0,110.0
509B,WELLINGTON CIRCLE,100.8,110.0,90.0
183C,RIVERVALE CRES,101.89,110.0,90.0
317D,ANCHORVALE RD,113.45,125.0,92.0
325B,SENGKANG EAST WAY,101.52,110.0,90.0
314A,ANCHORVALE LINK,106.88,110.0,92.0
316A,ANCHORVALE LINK,116.27,125.0,110.0
313A,ANCHORVALE RD,103.29,110.0,92.0
310A,ANCHORVALE RD,121.72,130.0,111.0
158D,RIVERVALE CRES,103.45,111.0,90.0
302D,ANCHORVALE LINK,130.0,130.0,130.0
262B,COMPASSVALE ST,130.0,130.0,130.0
687B,WOODLANDS DR 75,100.96,115.0,93.0
688A,WOODLANDS DR 75,99.66,110.0,90.0
689A,WOODLANDS DR 75,101.67,110.0,90.0
689C,WOODLANDS DR 75,100.91,110.0,90.0
315B,ANG MO KIO ST 31,106.63,110.0,95.0
392,BT BATOK WEST AVE 5,101.42,118.0,92.0
12,CANTONMENT CL,79.85,110.0,60.0
480,SEGAR RD,101.79,111.0,90.0
630,SENJA RD,98.12,110.0,90.0
684C,CHOA CHU KANG CRES,99.88,111.0,90.0
375,HOUGANG ST 31,141.68,144.0,141.0
655B,JURONG WEST ST 61,85.0,85.0,85.0
107B,EDGEFIELD PLAINS,104.53,111.0,90.0
102D,PUNGGOL FIELD,103.12,110.0,90.0
645,PUNGGOL CTRL,105.0,110.0,90.0
104A,EDGEFIELD PLAINS,104.78,110.0,90.0
105B,EDGEFIELD PLAINS,102.83,110.0,90.0
101B,PUNGGOL FIELD,109.62,112.0,109.0
175D,PUNGGOL FIELD,110.11,111.0,110.0
134,EDGEDALE PLAINS,101.74,112.0,91.0
118,EDGEFIELD PLAINS,117.98,130.0,94.0
649,PUNGGOL CTRL,105.64,110.0,90.0
502A,WELLINGTON CIRCLE,130.0,130.0,130.0
324D,SENGKANG EAST WAY,101.67,110.0,90.0
318D,ANCHORVALE LINK,102.0,110.0,92.0
310B,ANCHORVALE RD,120.82,130.0,111.0
403A,FERNVALE LANE,104.05,112.0,93.0
158C,RIVERVALE CRES,105.23,112.0,90.0
685B,WOODLANDS DR 73,114.3,116.0,113.0
687A,WOODLANDS DR 75,114.17,115.0,113.0
19,JLN MEMBINA,101.94,110.0,90.0
22,JLN MEMBINA,99.54,110.0,90.0
118B,JLN MEMBINA,101.77,110.0,85.0
118C,JLN MEMBINA,98.23,110.0,85.0
631,SENJA RD,99.68,110.0,90.0
690D,CHOA CHU KANG CRES,99.89,110.0,90.0
344,CLEMENTI AVE 5,44.0,44.0,44.0
980A,BUANGKOK CRES,85.0,85.0,85.0
108C,MCNAIR RD,99.95,119.0,86.0
171A,EDGEDALE PLAINS,96.86,110.0,85.0
104B,EDGEFIELD PLAINS,103.56,110.0,90.0
101D,PUNGGOL FIELD,101.3,110.0,90.0
110B,PUNGGOL FIELD,99.27,110.0,90.0
130,EDGEDALE PLAINS,104.12,112.0,91.0
135,EDGEDALE PLAINS,103.11,112.0,90.0
116,EDGEFIELD PLAINS,114.22,130.0,94.0
114,EDGEFIELD PLAINS,116.78,130.0,95.0
298,PUNGGOL CTRL,100.48,111.0,91.0
107C,EDGEFIELD PLAINS,102.67,111.0,90.0
107D,EDGEFIELD PLAINS,110.15,111.0,110.0
110C,PUNGGOL FIELD,100.11,111.0,85.0
641C,PUNGGOL DR,105.0,112.0,90.0
